,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
23,"(4, 6, 8, 19, 32, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 180, 182, 183, 184, 185, 209, 217, 218)",[0.80506078],0.8050607823303917,"('4', '6', '8', '19', '32', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '180', '182', '183', '184', '185', '209', '217', '218')",,0.0,
24,"(4, 6, 8, 19, 32, 54, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 180, 182, 183, 184, 185, 209, 217, 218)",[0.80473162],0.8047316174853097,"('4', '6', '8', '19', '32', '54', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '180', '182', '183', '184', '185', '209', '217', '218')",,0.0,
25,"(4, 6, 8, 19, 30, 32, 54, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 180, 182, 183, 184, 185, 209, 217, 218)",[0.80639608],0.8063960821908976,"('4', '6', '8', '19', '30', '32', '54', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '180', '182', '183', '184', '185', '209', '217', '218')",,0.0,
26,"(4, 6, 8, 19, 30, 32, 54, 78, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 180, 182, 183, 184, 185, 209, 217, 218)",[0.80456736],0.8045673607994663,"('4', '6', '8', '19', '30', '32', '54', '78', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '180', '182', '183', '184', '185', '209', '217', '218')",,0.0,
27,"(4, 6, 8, 19, 30, 32, 54, 78, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 180, 182, 183, 184, 185, 209, 217, 218, 224)",[0.80483523],0.8048352344746701,"('4', '6', '8', '19', '30', '32', '54', '78', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '180', '182', '183', '184', '185', '209', '217', '218', '224')",,0.0,
28,"(4, 6, 8, 19, 30, 32, 54, 78, 96, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 180, 182, 183, 184, 185, 209, 217, 218, 224)",[0.80693426],0.80693425607252,"('4', '6', '8', '19', '30', '32', '54', '78', '96', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '180', '182', '183', '184', '185', '209', '217', '218', '224')",,0.0,
29,"(4, 6, 8, 19, 30, 32, 54, 78, 96, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 180, 182, 183, 184, 185, 202, 209, 217, 218, 224)",[0.80676936],0.8067693558540773,"('4', '6', '8', '19', '30', '32', '54', '78', '96', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '180', '182', '183', '184', '185', '202', '209', '217', '218', '224')",,0.0,
30,"(4, 6, 8, 19, 30, 32, 54, 78, 96, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 180, 182, 183, 184, 185, 202, 209, 215, 217, 218, 224)",[0.80840557],0.8084055715711539,"('4', '6', '8', '19', '30', '32', '54', '78', '96', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '180', '182', '183', '184', '185', '202', '209', '215', '217', '218', '224')",,0.0,
31,"(4, 6, 8, 19, 30, 32, 40, 54, 78, 96, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 180, 182, 183, 184, 185, 202, 209, 215, 217, 218, 224)",[0.80955357],0.8095535659855312,"('4', '6', '8', '19', '30', '32', '40', '54', '78', '96', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '180', '182', '183', '184', '185', '202', '209', '215', '217', '218', '224')",,0.0,
32,"(4, 6, 8, 19, 30, 32, 40, 54, 78, 96, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 180, 182, 183, 184, 185, 199, 202, 209, 215, 217, 218, 224)",[0.8093286],0.8093286009038865,"('4', '6', '8', '19', '30', '32', '40', '54', '78', '96', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '180', '182', '183', '184', '185', '199', '202', '209', '215', '217', '218', '224')",,0.0,
33,"(4, 6, 8, 19, 30, 32, 40, 52, 54, 78, 96, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 180, 182, 183, 184, 185, 199, 202, 209, 215, 217, 218, 224)",[0.81173125],0.8117312477486257,"('4', '6', '8', '19', '30', '32', '40', '52', '54', '78', '96', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '180', '182', '183', '184', '185', '199', '202', '209', '215', '217', '218', '224')",,0.0,
34,"(4, 6, 8, 19, 30, 32, 40, 52, 54, 78, 96, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 180, 182, 183, 184, 185, 199, 202, 209, 215, 217, 218, 223, 224)",[0.81146027],0.8114602733314741,"('4', '6', '8', '19', '30', '32', '40', '52', '54', '78', '96', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '180', '182', '183', '184', '185', '199', '202', '209', '215', '217', '218', '223', '224')",,0.0,
35,"(4, 6, 8, 19, 30, 32, 40, 52, 54, 78, 96, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 180, 182, 183, 184, 185, 195, 199, 202, 209, 215, 217, 218, 223, 224)",[0.81130306],0.811303061675308,"('4', '6', '8', '19', '30', '32', '40', '52', '54', '78', '96', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '180', '182', '183', '184', '185', '195', '199', '202', '209', '215', '217', '218', '223', '224')",,0.0,
36,"(4, 6, 8, 19, 30, 32, 40, 52, 54, 78, 96, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 176, 180, 182, 183, 184, 185, 195, 199, 202, 209, 215, 217, 218, 223, 224)",[0.81296066],0.8129606561502932,"('4', '6', '8', '19', '30', '32', '40', '52', '54', '78', '96', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '176', '180', '182', '183', '184', '185', '195', '199', '202', '209', '215', '217', '218', '223', '224')",,0.0,
37,"(4, 6, 8, 19, 22, 30, 32, 40, 52, 54, 78, 96, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 176, 180, 182, 183, 184, 185, 195, 199, 202, 209, 215, 217, 218, 223, 224)",[0.81265628],0.8126562803357987,"('4', '6', '8', '19', '22', '30', '32', '40', '52', '54', '78', '96', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '176', '180', '182', '183', '184', '185', '195', '199', '202', '209', '215', '217', '218', '223', '224')",,0.0,
38,"(4, 6, 8, 19, 22, 30, 32, 40, 52, 54, 78, 96, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 176, 180, 182, 183, 184, 185, 195, 199, 202, 206, 209, 215, 217, 218, 223, 224)",[0.81290767],0.812907666066803,"('4', '6', '8', '19', '22', '30', '32', '40', '52', '54', '78', '96', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '176', '180', '182', '183', '184', '185', '195', '199', '202', '206', '209', '215', '217', '218', '223', '224')",,0.0,
39,"(4, 6, 8, 19, 22, 30, 32, 40, 52, 54, 78, 83, 96, 97, 100, 105, 125, 139, 146, 156, 162, 168, 172, 176, 180, 182, 183, 184, 185, 195, 199, 202, 206, 209, 215, 217, 218, 223, 224)",[0.81308291],0.8130829130076895,"('4', '6', '8', '19', '22', '30', '32', '40', '52', '54', '78', '83', '96', '97', '100', '105', '125', '139', '146', '156', '162', '168', '172', '176', '180', '182', '183', '184', '185', '195', '199', '202', '206', '209', '215', '217', '218', '223', '224')",,0.0,
40,"(4, 6, 8, 19, 22, 30, 32, 40, 52, 54, 78, 83, 96, 97, 100, 105, 125, 139, 146, 148, 156, 162, 168, 172, 176, 180, 182, 183, 184, 185, 195, 199, 202, 206, 209, 215, 217, 218, 223, 224)",[0.81650893],0.8165089316653805,"('4', '6', '8', '19', '22', '30', '32', '40', '52', '54', '78', '83', '96', '97', '100', '105', '125', '139', '146', '148', '156', '162', '168', '172', '176', '180', '182', '183', '184', '185', '195', '199', '202', '206', '209', '215', '217', '218', '223', '224')",,0.0,
41,"(4, 6, 8, 19, 22, 30, 32, 40, 43, 52, 54, 78, 83, 96, 97, 100, 105, 125, 139, 146, 148, 156, 162, 168, 172, 176, 180, 182, 183, 184, 185, 195, 199, 202, 206, 209, 215, 217, 218, 223, 224)",[0.81674846],0.8167484629323473,"('4', '6', '8', '19', '22', '30', '32', '40', '43', '52', '54', '78', '83', '96', '97', '100', '105', '125', '139', '146', '148', '156', '162', '168', '172', '176', '180', '182', '183', '184', '185', '195', '199', '202', '206', '209', '215', '217', '218', '223', '224')",,0.0,
42,"(4, 6, 8, 19, 22, 30, 32, 40, 43, 52, 54, 70, 78, 83, 96, 97, 100, 105, 125, 139, 146, 148, 156, 162, 168, 172, 176, 180, 182, 183, 184, 185, 195, 199, 202, 206, 209, 215, 217, 218, 223, 224)",[0.81844578],0.8184457840529062,"('4', '6', '8', '19', '22', '30', '32', '40', '43', '52', '54', '70', '78', '83', '96', '97', '100', '105', '125', '139', '146', '148', '156', '162', '168', '172', '176', '180', '182', '183', '184', '185', '195', '199', '202', '206', '209', '215', '217', '218', '223', '224')",,0.0,
43,"(4, 6, 8, 19, 22, 30, 32, 36, 40, 43, 52, 54, 70, 78, 83, 96, 97, 100, 105, 125, 139, 146, 148, 156, 162, 168, 172, 176, 180, 182, 183, 184, 185, 195, 199, 202, 206, 209, 215, 217, 218, 223, 224)",[0.81854819],0.8185481916015491,"('4', '6', '8', '19', '22', '30', '32', '36', '40', '43', '52', '54', '70', '78', '83', '96', '97', '100', '105', '125', '139', '146', '148', '156', '162', '168', '172', '176', '180', '182', '183', '184', '185', '195', '199', '202', '206', '209', '215', '217', '218', '223', '224')",,0.0,
44,"(4, 6, 8, 19, 22, 30, 32, 36, 40, 43, 52, 54, 70, 78, 83, 96, 97, 100, 105, 125, 139, 146, 148, 156, 162, 168, 172, 176, 180, 182, 183, 184, 185, 195, 196, 199, 202, 206, 209, 215, 217, 218, 223, 224)",[0.81775015],0.8177501471496206,"('4', '6', '8', '19', '22', '30', '32', '36', '40', '43', '52', '54', '70', '78', '83', '96', '97', '100', '105', '125', '139', '146', '148', '156', '162', '168', '172', '176', '180', '182', '183', '184', '185', '195', '196', '199', '202', '206', '209', '215', '217', '218', '223', '224')",,0.0,
45,"(4, 6, 8, 19, 22, 30, 32, 36, 40, 43, 52, 54, 70, 78, 83, 96, 97, 100, 105, 125, 139, 146, 148, 156, 162, 168, 172, 176, 180, 182, 183, 184, 185, 195, 196, 199, 202, 206, 209, 214, 215, 217, 218, 223, 224)",[0.8201695],0.8201695037817783,"('4', '6', '8', '19', '22', '30', '32', '36', '40', '43', '52', '54', '70', '78', '83', '96', '97', '100', '105', '125', '139', '146', '148', '156', '162', '168', '172', '176', '180', '182', '183', '184', '185', '195', '196', '199', '202', '206', '209', '214', '215', '217', '218', '223', '224')",,0.0,
46,"(4, 6, 8, 18, 19, 22, 30, 32, 36, 40, 43, 52, 54, 70, 78, 83, 96, 97, 100, 105, 125, 139, 146, 148, 156, 162, 168, 172, 176, 180, 182, 183, 184, 185, 195, 196, 199, 202, 206, 209, 214, 215, 217, 218, 223, 224)",[0.82056397],0.8205639661809444,"('4', '6', '8', '18', '19', '22', '30', '32', '36', '40', '43', '52', '54', '70', '78', '83', '96', '97', '100', '105', '125', '139', '146', '148', '156', '162', '168', '172', '176', '180', '182', '183', '184', '185', '195', '196', '199', '202', '206', '209', '214', '215', '217', '218', '223', '224')",,0.0,
47,"(4, 6, 8, 18, 19, 22, 30, 32, 36, 40, 43, 52, 54, 70, 78, 83, 96, 97, 100, 105, 125, 139, 146, 148, 156, 162, 168, 172, 176, 180, 182, 183, 184, 185, 195, 196, 197, 199, 202, 206, 209, 214, 215, 217, 218, 223, 224)",[0.82063672],0.8206367181779376,"('4', '6', '8', '18', '19', '22', '30', '32', '36', '40', '43', '52', '54', '70', '78', '83', '96', '97', '100', '105', '125', '139', '146', '148', '156', '162', '168', '172', '176', '180', '182', '183', '184', '185', '195', '196', '197', '199', '202', '206', '209', '214', '215', '217', '218', '223', '224')",,0.0,
48,"(4, 6, 8, 18, 19, 22, 30, 32, 36, 40, 43, 52, 54, 70, 71, 78, 83, 96, 97, 100, 105, 125, 139, 146, 148, 156, 162, 168, 172, 176, 180, 182, 183, 184, 185, 195, 196, 197, 199, 202, 206, 209, 214, 215, 217, 218, 223, 224)",[0.820811],0.8208109956230185,"('4', '6', '8', '18', '19', '22', '30', '32', '36', '40', '43', '52', '54', '70', '71', '78', '83', '96', '97', '100', '105', '125', '139', '146', '148', '156', '162', '168', '172', '176', '180', '182', '183', '184', '185', '195', '196', '197', '199', '202', '206', '209', '214', '215', '217', '218', '223', '224')",,0.0,
49,"(4, 6, 8, 18, 19, 22, 30, 32, 36, 40, 43, 52, 54, 70, 71, 78, 83, 96, 97, 100, 105, 125, 139, 146, 148, 156, 162, 166, 168, 172, 176, 180, 182, 183, 184, 185, 195, 196, 197, 199, 202, 206, 209, 214, 215, 217, 218, 223, 224)",[0.82265167],0.8226516726515721,"('4', '6', '8', '18', '19', '22', '30', '32', '36', '40', '43', '52', '54', '70', '71', '78', '83', '96', '97', '100', '105', '125', '139', '146', '148', '156', '162', '166', '168', '172', '176', '180', '182', '183', '184', '185', '195', '196', '197', '199', '202', '206', '209', '214', '215', '217', '218', '223', '224')",,0.0,
50,"(4, 6, 8, 18, 19, 22, 30, 32, 36, 40, 43, 52, 54, 70, 71, 78, 83, 96, 97, 100, 105, 120, 125, 139, 146, 148, 156, 162, 166, 168, 172, 176, 180, 182, 183, 184, 185, 195, 196, 197, 199, 202, 206, 209, 214, 215, 217, 218, 223, 224)",[0.82280974],0.822809736143868,"('4', '6', '8', '18', '19', '22', '30', '32', '36', '40', '43', '52', '54', '70', '71', '78', '83', '96', '97', '100', '105', '120', '125', '139', '146', '148', '156', '162', '166', '168', '172', '176', '180', '182', '183', '184', '185', '195', '196', '197', '199', '202', '206', '209', '214', '215', '217', '218', '223', '224')",,0.0,
